22,-94,-91,36,92,-90
23,-94,-91,37,96,-90
22,-94,-90,36,81,-90
18,-94,-90,29,60,-90
18,-94,-91,34,81,-90
19,-94,-90,37,96,-90
17,-94,-88,40,63,-90
17,-94,-91,39,98,-90
17,-94,-92,38,76,-90
20,-94,-91,36,92,-90
20,-93,-91,40,77,-90
20,-94,-90,39,93,-90
23,-94,-90,37,94,-90
22,-94,-92,37,90,-90
23,-94,-92,40,95,-90
24,-94,-90,40,90,-90
25,-94,-90,36,98,-90
24,-94,-91,41,78,-90
24,-93,-91,38,94,-90
24,-94,-90,39,88,-90
24,-94,-91,38,95,-90
23,-94,-91,36,80,-90
22,-94,-91,41,81,-90
22,-94,-91,37,82,-90
20,-94,-90,33,81,-90
20,-94,-91,39,81,-90
20,-95,-91,38,98,-90
20,-94,-90,35,80,-90
19,-94,-91,36,79,-90
21,-94,-92,35,99,-90
22,-94,-91,38,90,-90
21,-94,-91,35,82,-90
21,-94,-91,35,97,-90
23,-94,-91,37,97,-90
24,-94,-91,38,92,-90
23,-94,-91,34,86,-90
22,-94,-91,38,80,-90
24,-94,-91,39,96,-90
24,-94,-91,40,95,-90
24,-94,-91,37,95,-90
23,-94,-90,37,84,-90
24,-94,-91,40,94,-90
24,-94,-91,36,80,-90
21,-94,-88,34,62,-90
21,-94,-91,40,94,-90
21,-94,-91,41,92,-90
20,-94,-91,37,76,-90
20,-94,-91,37,95,-90
21,-94,-91,37,97,-90
23,-94,-91,38,79,-90
21,-94,-91,37,79,-90
20,-94,-92,40,77,-90
22,-94,-91,42,89,-90
22,-93,-91,40,94,-90
21,-94,-91,34,96,-90
23,-94,-92,43,93,-90
23,-94,-92,36,82,-90
24,-94,-91,34,96,-90
25,-94,-91,38,97,-90
23,-94,-91,36,81,-90
23,-94,-91,34,96,-90
23,-94,-91,40,95,-90
24,-94,-90,34,97,-90
23,-94,-91,38,82,-90
23,-94,-92,39,97,-90
25,-94,-91,33,97,-90
24,-94,-91,40,78,-90
22,-94,-91,38,82,-90
22,-94,-91,36,91,-90
22,-94,-91,39,78,-90
21,-94,-91,36,94,-90
22,-94,-91,38,97,-90
21,-94,-91,35,81,-90
22,-94,-91,38,93,-90
23,-94,-91,39,98,-90
24,-94,-91,36,96,-90
23,-94,-91,37,77,-90
22,-94,-90,40,83,-90
24,-94,-90,44,95,-90
23,-94,-90,33,90,-90
24,-94,-91,42,98,-90
23,-94,-90,36,95,-90
25,-94,-90,41,95,-90
26,-94,-91,36,96,-90
25,-94,-91,35,91,-90
26,-94,-91,36,94,-90
25,-94,-90,34,95,-90
23,-94,-91,33,80,-90
22,-94,-91,38,83,-90
22,-94,-91,40,92,-90
22,-94,-91,41,92,-90
23,-94,-90,36,99,-90
22,-94,-91,39,82,-90
22,-94,-92,37,78,-90
23,-94,-91,38,95,-90
23,-94,-90,36,97,-90
23,-94,-90,36,90,-90
21,-93,-91,37,75,-90
21,-94,-90,35,81,-90
20,-94,-90,34,79,-90
21,-94,-91,40,94,-90
21,-94,-90,40,95,-90
21,-94,-91,36,95,-90
23,-94,-90,39,99,-90
24,-93,-91,34,95,-90
26,-94,-91,37,96,-90
26,-94,-91,37,97,-90
26,-94,-90,36,95,-90
26,-94,-91,37,96,-90
26,-94,-91,42,95,-90
26,-94,-91,35,94,-90
25,-94,-90,35,93,-90
25,-94,-91,40,94,-90
25,-94,-92,36,91,-90
24,-94,-91,40,79,-90
23,-94,-90,37,94,-90
22,-94,-91,37,81,-90
21,-93,-90,37,79,-90
20,-94,-92,35,80,-90
19,-94,-90,36,80,-90
20,-94,-90,40,96,-90
21,-96,-91,39,96,-90
22,-94,-91,37,95,-90
22,-94,-91,40,78,-90
22,-94,-90,36,78,-90
23,-94,-91,35,90,-90
22,-94,-91,33,98,-90
22,-94,-90,36,94,-90
22,-94,-91,34,96,-90
23,-94,-91,38,96,-90
25,-94,-90,34,98,-90
25,-93,-91,34,96,-90
25,-94,-90,36,92,-90
24,-94,-91,35,81,-90
24,-94,-91,36,96,-90
22,-94,-90,32,81,-90
22,-94,-91,39,93,-90
22,-94,-92,37,95,-90
22,-94,-91,36,90,-90
23,-94,-90,38,92,-90
23,-94,-90,36,94,-90
23,-94,-90,33,81,-90
22,-94,-90,37,80,-90
22,-94,-91,36,98,-90
21,-94,-91,31,83,-90
20,-94,-90,32,81,-90
20,-94,-90,39,93,-90
21,-94,-91,36,91,-90
22,-94,-91,36,97,-90
22,-94,-91,39,91,-90
22,-94,-90,32,89,-90
22,-94,-91,36,79,-90
22,-94,-90,36,93,-90
21,-94,-90,37,79,-90
21,-94,-90,39,92,-90
20,-94,-91,34,82,-90
20,-94,-92,37,81,-90
21,-94,-91,34,92,-90
21,-94,-91,36,97,-90
23,-95,-91,40,97,-90
23,-94,-90,35,96,-90
24,-94,-90,35,96,-90
25,-94,-91,39,93,-90
25,-94,-91,36,93,-90
25,-94,-90,33,96,-90
25,-94,-90,36,97,-90
25,-94,-91,40,97,-90
25,-94,-91,36,96,-90
25,-94,-90,33,96,-90
25,-94,-90,39,90,-90
24,-94,-91,35,81,-90
24,-94,-90,39,94,-90
24,-94,-91,38,96,-90
24,-94,-91,38,95,-90
23,-93,-91,35,80,-90
21,-94,-91,35,79,-90
22,-94,-91,36,92,-90
21,-94,-91,38,81,-90
21,-94,-90,34,95,-90
21,-94,-91,36,94,-90
19,-94,-91,27,71,-90
21,-94,-90,40,98,-90
21,-94,-91,35,91,-90
21,-94,-92,36,77,-90
21,-94,-91,34,96,-90
21,-94,-90,33,96,-90
23,-94,-91,40,91,-90
21,-94,-91,36,77,-90
21,-94,-90,34,95,-90
23,-94,-91,39,92,-90
23,-94,-90,37,94,-90
22,-94,-91,36,82,-90
22,-94,-91,37,91,-90
23,-95,-90,39,92,-90
22,-94,-91,36,80,-90
22,-94,-90,35,93,-90
21,-94,-90,34,82,-90
21,-94,-91,38,80,-90
20,-94,-90,33,79,-90
19,-94,-90,38,81,-90
20,-94,-90,35,95,-90
20,-94,-90,39,95,-90
20,-94,-92,34,84,-90
21,-94,-90,36,91,-90
23,-95,-90,40,90,-90
23,-94,-91,30,95,-90
23,-94,-90,38,91,-90
21,-94,-90,36,80,-90
21,-94,-91,36,77,-90
20,-94,-91,36,81,-90
20,-95,-92,37,98,-90
21,-94,-90,39,92,-90
19,-94,-90,33,78,-90
21,-94,-91,43,91,-90
22,-94,-92,33,90,-90
23,-94,-91,37,96,-90
23,-94,-91,36,97,-90
23,-94,-90,39,90,-90
25,-93,-92,40,94,-90
24,-94,-91,35,94,-90
25,-94,-91,38,98,-90
24,-94,-92,34,81,-90
24,-94,-91,40,93,-90
24,-94,-90,34,97,-90
24,-94,-91,34,95,-90
24,-94,-92,36,98,-90
23,-94,-90,36,82,-90
23,-94,-90,37,79,-90
22,-94,-92,32,97,-90
23,-94,-91,36,97,-90
22,-94,-91,37,81,-90
20,-94,-90,35,78,-90
20,-94,-90,38,80,-90
20,-94,-91,34,79,-90
20,-94,-91,40,93,-90
20,-94,-91,38,92,-90
21,-94,-91,36,95,-90
21,-94,-90,36,83,-90
21,-94,-91,37,81,-90
22,-94,-92,39,81,-90
22,-94,-91,34,94,-90
21,-94,-91,37,92,-90
22,-94,-90,39,93,-90
23,-94,-91,36,96,-90
23,-94,-92,39,77,-90
22,-94,-91,32,81,-90
22,-94,-91,37,87,-90
22,-94,-90,42,88,-90
22,-94,-91,36,94,-90
22,-94,-90,38,97,-90
22,-94,-92,41,81,-90
23,-94,-90,38,81,-90
23,-94,-91,36,97,-90
23,-94,-91,33,98,-90
23,-94,-90,35,96,-90
22,-94,-91,36,78,-90
23,-94,-91,40,95,-90
24,-94,-91,36,95,-90
24,-94,-90,36,97,-90
24,-94,-91,34,97,-90
23,-93,-90,33,83,-90
23,-94,-91,40,82,-90
23,-94,-90,38,92,-90
23,-94,-90,40,97,-90
20,-94,-92,34,63,-90
20,-94,-90,36,94,-90
22,-94,-91,39,96,-90
23,-94,-91,35,96,-90
21,-94,-90,34,81,-90
19,-94,-90,32,81,-90
21,-94,-91,36,79,-90
21,-94,-91,37,95,-90
19,-94,-90,32,79,-90
18,-94,-91,37,81,-90
19,-94,-91,38,90,-90
20,-94,-91,37,81,-90
20,-94,-90,34,83,-90
18,-94,-91,35,77,-90
19,-94,-91,35,81,-90
20,-94,-92,40,96,-90
19,-94,-91,36,81,-90
19,-94,-91,34,81,-90
20,-94,-90,32,97,-90
22,-94,-90,41,94,-90
23,-94,-91,39,96,-90
23,-94,-92,38,98,-90
24,-94,-91,36,97,-90
26,-94,-91,37,96,-90
25,-94,-91,39,80,-90
25,-94,-91,38,97,-90
25,-94,-90,38,95,-90
23,-94,-91,36,81,-90
23,-94,-91,34,96,-90
23,-94,-91,38,95,-90
24,-94,-90,36,94,-90
24,-94,-90,36,96,-90
24,-94,-91,36,96,-90
26,-94,-92,40,97,-90
26,-94,-90,37,96,-90
25,-94,-90,39,79,-90
24,-94,-91,38,81,-90
22,-94,-90,39,80,-90
22,-94,-90,36,93,-90
22,-94,-91,41,93,-90
22,-94,-91,39,97,-90
24,-94,-91,41,95,-90
25,-94,-91,32,96,-90
25,-94,-91,37,81,-90
23,-94,-90,31,79,-90
23,-94,-90,35,96,-90
21,-93,-91,36,81,-90
20,-94,-91,35,94,-90
21,-94,-92,36,96,-90
22,-94,-91,35,98,-90
24,-94,-91,36,96,-90
24,-94,-90,39,91,-90
25,-94,-92,37,95,-90
25,-94,-91,37,92,-90
25,-94,-90,39,90,-90
23,-94,-91,32,80,-90
23,-94,-91,36,97,-90
23,-94,-91,33,96,-90
23,-94,-91,39,93,-90
23,-94,-92,40,95,-90
24,-94,-91,39,95,-90
24,-94,-91,38,78,-90
24,-94,-92,34,91,-90
23,-94,-91,39,82,-90
21,-93,-91,34,76,-90
21,-94,-91,36,97,-90
20,-94,-90,32,95,-90
22,-94,-91,37,97,-90
22,-94,-90,36,94,-90
22,-94,-91,35,81,-90
24,-94,-91,36,96,-90
24,-94,-90,38,94,-90
23,-94,-91,36,82,-90
23,-94,-90,38,97,-90
24,-94,-92,39,97,-90
25,-94,-91,37,97,-90
25,-94,-92,38,97,-90
24,-94,-91,35,81,-90
24,-94,-91,38,79,-90
23,-94,-91,40,91,-90
22,-94,-90,36,82,-90
22,-94,-91,38,93,-90
22,-94,-91,37,97,-90
23,-94,-90,34,95,-90
24,-94,-90,40,95,-90
24,-94,-91,37,94,-90
25,-94,-90,38,93,-90
25,-94,-91,33,97,-90
24,-94,-90,36,90,-90
24,-94,-92,39,79,-90
23,-94,-90,36,96,-90
24,-94,-91,44,95,-90
23,-94,-90,36,83,-90
22,-94,-91,36,81,-90
21,-94,-91,40,81,-90
23,-94,-90,43,92,-90
22,-94,-92,38,81,-90
20,-94,-90,38,81,-90
20,-94,-91,37,80,-90
21,-94,-91,40,95,-90
21,-94,-91,38,81,-90
21,-94,-91,40,93,-90
22,-94,-90,37,94,-90
23,-94,-91,40,94,-90
23,-94,-91,36,81,-90
23,-94,-91,34,95,-90
24,-93,-91,40,96,-90
22,-94,-90,32,74,-90
21,-94,-91,36,78,-90
20,-94,-91,39,90,-90
21,-94,-90,32,94,-90
21,-94,-91,37,93,-90
20,-94,-90,40,80,-90
22,-94,-91,38,97,-90
24,-94,-90,36,99,-90
25,-94,-91,39,97,-90
25,-92,-91,40,94,-90
25,-94,-90,37,94,-90
24,-94,-91,32,78,-90
23,-94,-91,36,83,-90
23,-94,-91,39,91,-90
22,-93,-91,38,91,-90
21,-94,-91,36,90,-90
22,-94,-91,36,97,-90
23,-94,-90,36,93,-90
23,-94,-90,35,81,-90
22,-94,-90,39,81,-90
21,-94,-90,36,81,-90
21,-94,-91,32,94,-90
21,-94,-91,40,93,-90
20,-94,-91,37,77,-90
20,-94,-92,36,81,-90
20,-94,-90,36,81,-90
20,-94,-91,38,80,-90
20,-94,-90,37,96,-90
20,-94,-92,40,94,-90
22,-94,-91,40,95,-90
22,-94,-91,37,79,-90
24,-94,-91,40,94,-90
25,-94,-92,38,97,-90
25,-94,-91,39,95,-90
24,-94,-91,38,82,-90
24,-94,-91,37,93,-90
25,-94,-91,35,93,-90
24,-94,-90,34,93,-90
23,-94,-92,36,82,-90
22,-94,-90,37,93,-90
23,-94,-90,36,98,-90
24,-94,-91,39,97,-90
24,-94,-92,34,96,-90
24,-94,-90,40,81,-90
25,-94,-91,41,97,-90
26,-95,-91,40,97,-90
26,-94,-91,37,97,-90
26,-94,-91,39,95,-90
24,-94,-90,34,82,-90
24,-94,-90,40,81,-90
24,-94,-90,40,94,-90
24,-94,-91,40,90,-90
22,-94,-92,36,81,-90
22,-94,-91,40,90,-90
23,-94,-92,34,97,-90
23,-94,-91,36,82,-90
21,-94,-90,28,81,-90
21,-94,-92,38,95,-90
21,-94,-92,37,80,-90
21,-94,-91,37,99,-90
22,-94,-91,40,98,-90
22,-94,-91,36,81,-90
23,-94,-91,39,81,-90
21,-94,-91,35,81,-90
22,-94,-91,40,81,-90
21,-94,-91,34,94,-90
21,-94,-91,37,98,-90
22,-94,-92,38,97,-90
23,-94,-90,36,94,-90
23,-94,-91,36,81,-90
22,-94,-91,36,77,-90
23,-94,-91,38,94,-90
22,-94,-91,36,95,-90
22,-94,-91,33,94,-90
22,-94,-92,44,92,-90
22,-94,-91,36,83,-90
23,-94,-92,36,81,-90
22,-94,-90,34,94,-90
23,-94,-91,41,98,-90
24,-94,-90,36,96,-90
23,-94,-91,37,95,-90
23,-94,-91,36,81,-90
24,-94,-90,36,94,-90
23,-94,-90,35,82,-90
20,-94,-90,36,68,-90
19,-94,-91,36,81,-90
18,-94,-91,38,80,-90
19,-93,-90,35,90,-90
18,-94,-90,39,81,-90
19,-94,-90,38,94,-90
20,-94,-90,33,83,-90
20,-94,-91,37,80,-90
21,-93,-91,33,97,-90
22,-94,-91,39,95,-90
23,-94,-91,42,97,-90
23,-94,-91,38,93,-90
25,-94,-90,40,94,-90
26,-94,-90,30,97,-90
25,-94,-92,37,91,-90
24,-94,-91,37,80,-90
22,-94,-90,37,76,-90
22,-94,-90,40,94,-90
23,-94,-90,43,98,-90
22,-94,-91,39,81,-90
22,-94,-91,36,88,-90
23,-94,-91,38,92,-90
25,-94,-90,37,96,-90
23,-95,-90,36,79,-90
23,-94,-91,41,95,-90
24,-94,-91,38,98,-90
25,-94,-90,39,94,-90
24,-94,-91,39,82,-90
24,-95,-91,39,94,-90
25,-94,-91,41,90,-90
25,-94,-91,35,95,-90
25,-93,-90,40,97,-90
25,-94,-90,36,99,-90
25,-94,-91,38,91,-90
24,-94,-90,36,82,-90
23,-94,-90,35,80,-90
23,-94,-90,36,94,-90
23,-94,-90,41,98,-90
22,-94,-91,37,82,-90
22,-94,-91,36,96,-90
23,-94,-90,40,92,-90
24,-94,-91,36,83,-90
23,-94,-90,33,92,-90
22,-94,-91,36,95,-90
22,-94,-91,36,82,-90
21,-94,-90,35,82,-90
20,-94,-90,36,83,-90
20,-94,-91,36,79,-90
20,-94,-91,38,92,-90
19,-94,-91,36,81,-90
19,-94,-91,36,83,-90
21,-94,-90,42,95,-90
22,-94,-91,36,95,-90
23,-94,-91,40,95,-90
23,-94,-90,44,78,-90
24,-92,-92,40,94,-90
23,-94,-90,40,64,-90
23,-94,-90,36,98,-90
22,-94,-91,35,81,-90
20,-94,-91,37,80,-90
19,-94,-90,36,77,-90
19,-94,-91,36,96,-90
20,-94,-92,40,80,-90
20,-94,-91,36,94,-90
21,-94,-90,36,95,-90
21,-94,-91,36,81,-90
23,-94,-91,40,91,-90
22,-93,-90,37,81,-90
22,-94,-91,35,94,-90
22,-94,-91,38,94,-90
23,-94,-90,37,97,-90
24,-94,-90,34,98,-90
24,-94,-91,42,92,-90
26,-94,-92,42,95,-90
26,-94,-91,41,83,-90
24,-94,-91,33,82,-90
24,-94,-92,38,96,-90
23,-94,-92,35,79,-90
22,-94,-91,40,93,-90
19,-94,-89,32,66,-90
20,-94,-91,36,98,-90
21,-94,-91,38,92,-90
20,-94,-90,38,85,-90
21,-94,-91,37,84,-90
20,-94,-91,40,81,-90
23,-94,-91,39,96,-90
23,-94,-91,37,96,-90
23,-94,-91,38,90,-90
22,-94,-91,36,77,-90
23,-94,-91,38,97,-90
22,-94,-91,32,81,-90
22,-94,-91,37,90,-90
20,-95,-91,40,79,-90
20,-94,-90,35,93,-90
21,-94,-91,36,81,-90
20,-94,-91,39,81,-90
20,-94,-91,38,82,-90
20,-94,-91,36,82,-90
21,-94,-90,39,96,-90
21,-94,-91,37,95,-90
21,-94,-91,35,80,-90
21,-94,-92,37,80,-90
21,-94,-91,39,81,-90
22,-94,-91,39,94,-90
22,-94,-90,39,96,-90
21,-94,-91,34,90,-90
22,-94,-90,40,80,-90
22,-94,-92,35,82,-90
23,-94,-90,42,95,-90
22,-94,-91,36,81,-90
21,-94,-91,37,94,-90
22,-94,-91,38,91,-90
22,-94,-92,40,80,-90
23,-94,-92,40,96,-90
22,-94,-90,37,81,-90
24,-94,-91,41,97,-90
22,-94,-91,32,81,-90
22,-94,-91,38,82,-90
23,-94,-92,40,95,-90
21,-94,-90,36,81,-90
22,-94,-91,40,94,-90
22,-93,-91,38,95,-90
24,-94,-91,39,96,-90
25,-94,-90,40,94,-90
24,-94,-91,40,80,-90
25,-94,-91,36,95,-90
25,-94,-92,42,94,-90
25,-94,-91,38,90,-90
23,-94,-90,36,81,-90
23,-94,-91,38,96,-90
23,-94,-91,36,81,-90
23,-94,-90,40,96,-90
22,-94,-91,42,81,-90
21,-94,-91,35,84,-90
23,-94,-90,40,95,-90
21,-94,-91,36,78,-90
22,-94,-91,41,80,-90
21,-94,-91,40,92,-90
22,-94,-91,36,93,-90
24,-94,-91,42,98,-90
21,-94,-91,39,63,-90
23,-94,-91,40,94,-90
24,-94,-91,36,96,-90
24,-94,-92,42,96,-90
23,-94,-92,37,84,-90
23,-94,-90,40,92,-90
25,-95,-90,35,95,-90
23,-94,-90,34,79,-90
23,-94,-91,35,94,-90
23,-94,-91,38,97,-90
23,-94,-91,33,95,-90
23,-94,-91,36,90,-90
22,-94,-90,32,92,-90
23,-94,-90,36,81,-90
23,-94,-92,39,92,-90
21,-94,-90,36,80,-90
21,-94,-92,34,90,-90
22,-94,-91,41,96,-90
22,-94,-91,41,92,-90
23,-94,-90,37,90,-90
23,-94,-92,37,96,-90
24,-94,-91,37,81,-90
25,-94,-91,40,98,-90
23,-94,-90,35,77,-90
23,-94,-91,42,95,-90
22,-94,-90,36,77,-90
22,-94,-91,40,95,-90
22,-94,-91,36,81,-90
22,-94,-90,40,95,-90
24,-94,-92,39,97,-90
23,-94,-91,40,93,-90
26,-94,-91,43,97,-90
26,-94,-91,40,97,-90
26,-94,-92,36,81,-90
26,-94,-92,39,96,-90
24,-94,-91,41,79,-90
24,-94,-92,36,92,-90
23,-94,-91,33,91,-90
22,-94,-91,36,96,-90
24,-94,-91,37,96,-90
22,-94,-90,35,79,-90
22,-94,-92,37,81,-90
22,-94,-92,39,93,-90
23,-94,-91,40,94,-90
23,-94,-91,39,95,-90
23,-94,-91,39,95,-90
25,-94,-90,38,94,-90
25,-95,-90,40,80,-90
25,-94,-91,36,92,-90
25,-94,-91,41,95,-90
23,-94,-92,36,81,-90
24,-94,-91,40,97,-90
22,-94,-91,38,81,-90
22,-94,-91,38,80,-90
22,-94,-90,39,81,-90
21,-94,-90,37,97,-90
23,-94,-91,40,95,-90
21,-94,-90,35,81,-90
21,-94,-90,36,83,-90
21,-94,-92,36,81,-90
21,-94,-91,36,81,-90
19,-94,-91,38,81,-90
18,-94,-91,40,83,-90
19,-94,-92,35,94,-90
21,-94,-92,36,96,-90
20,-94,-91,35,70,-90
21,-94,-90,37,94,-90
22,-95,-90,40,94,-90
23,-94,-91,37,97,-90
22,-94,-91,36,81,-90
21,-94,-92,40,77,-90
22,-94,-91,40,80,-90
22,-94,-91,36,94,-90
22,-94,-91,37,93,-90
22,-94,-91,37,97,-90
23,-94,-91,40,90,-90
24,-94,-91,37,93,-90
23,-94,-92,32,76,-90
23,-94,-90,39,96,-90
24,-94,-90,40,95,-90
23,-95,-91,36,91,-90
23,-94,-91,41,94,-90
24,-94,-91,37,95,-90
25,-94,-91,39,81,-90
25,-94,-91,40,94,-90
24,-94,-91,37,91,-90
25,-94,-91,38,97,-90
24,-94,-91,36,95,-90
25,-94,-91,41,95,-90
26,-94,-91,39,91,-90
24,-94,-90,37,81,-90
25,-91,-90,35,97,-90
23,-94,-90,36,81,-90
22,-94,-91,36,78,-90
21,-94,-91,39,94,-90
22,-93,-90,40,94,-90
22,-94,-91,34,93,-90
23,-93,-90,42,93,-90
23,-94,-91,34,83,-90
24,-94,-90,38,96,-90
23,-94,-90,36,81,-90
22,-94,-91,35,93,-90
23,-94,-90,41,87,-90
22,-94,-91,37,96,-90
23,-94,-92,40,89,-90
23,-94,-90,41,94,-90
25,-94,-92,39,95,-90
24,-94,-91,35,81,-90
23,-94,-91,38,81,-90
22,-94,-91,36,83,-90
23,-94,-90,40,96,-90
21,-94,-90,36,81,-90
21,-94,-91,40,97,-90
23,-94,-90,43,91,-90
23,-94,-90,40,81,-90
24,-94,-91,40,94,-90
24,-94,-92,36,95,-90
25,-94,-91,40,94,-90
25,-94,-90,39,92,-90
23,-94,-90,35,80,-90
24,-94,-90,39,96,-90
23,-94,-91,31,92,-90
22,-94,-90,35,81,-90
22,-94,-90,35,94,-90
22,-94,-90,36,94,-90
23,-94,-90,40,96,-90
22,-94,-91,37,78,-90
21,-94,-90,39,79,-90
21,-95,-91,37,80,-90
21,-94,-91,38,88,-90
21,-94,-90,35,91,-90
21,-94,-92,41,93,-90
23,-94,-90,40,96,-90
22,-94,-91,36,81,-90
24,-94,-91,36,97,-90
24,-94,-91,38,96,-90
25,-94,-91,36,97,-90
25,-94,-91,38,97,-90
23,-94,-90,38,81,-90
23,-94,-92,36,81,-90
24,-94,-90,40,95,-90
23,-94,-91,42,89,-90
23,-94,-90,32,94,-90
22,-94,-92,37,90,-90
24,-94,-91,40,96,-90
24,-94,-91,37,83,-90
23,-95,-90,38,91,-90
24,-94,-91,37,95,-90
24,-94,-90,39,92,-90
23,-95,-91,41,80,-90
23,-94,-91,37,96,-90
23,-94,-90,36,83,-90
24,-95,-91,40,97,-90
23,-94,-91,40,91,-90
23,-94,-90,36,93,-90
23,-94,-91,35,80,-90
21,-94,-91,38,78,-90
21,-94,-90,39,79,-90
18,-94,-90,32,69,-90
18,-94,-91,32,97,-90
18,-94,-91,35,93,-90
20,-94,-91,38,95,-90
20,-94,-92,39,81,-90
21,-94,-91,37,95,-90
23,-94,-90,38,80,-90
22,-94,-92,39,81,-90
21,-94,-91,35,79,-90
19,-94,-91,34,81,-90
20,-94,-91,39,93,-90
19,-94,-91,38,81,-90
21,-94,-91,39,96,-90
22,-94,-90,41,92,-90
23,-94,-91,38,95,-90
25,-94,-91,37,98,-90
24,-94,-91,36,93,-90
25,-94,-92,33,93,-90
25,-94,-90,36,95,-90
24,-94,-92,37,82,-90
24,-94,-91,36,97,-90
23,-94,-91,39,92,-90
24,-94,-91,40,94,-90
25,-94,-90,40,98,-90
25,-94,-91,41,94,-90
26,-94,-92,41,92,-90
26,-93,-92,36,93,-90
26,-94,-91,38,97,-90
26,-94,-91,41,95,-90
26,-94,-91,39,95,-90
26,-94,-91,42,91,-90
25,-94,-90,35,82,-90
25,-94,-91,39,93,-90
25,-94,-91,37,97,-90
25,-94,-91,39,96,-90
25,-94,-92,37,97,-90
25,-94,-92,40,94,-90
25,-94,-91,33,84,-90
24,-94,-91,37,81,-90
22,-94,-91,40,68,-90
20,-94,-90,36,79,-90
20,-94,-91,36,95,-90
20,-94,-91,39,97,-90
21,-94,-91,38,92,-90
22,-94,-91,36,93,-90
24,-94,-91,40,95,-90
26,-94,-91,41,96,-90
26,-94,-92,40,91,-90
26,-95,-91,40,95,-90
26,-94,-91,40,94,-90
26,-94,-90,38,96,-90
27,-94,-92,40,96,-90
26,-94,-92,36,97,-90
25,-94,-90,37,81,-90
24,-94,-91,36,82,-90
24,-94,-91,36,98,-90
23,-94,-91,33,96,-90
20,-94,-90,30,71,-90
21,-94,-90,41,95,-90
22,-94,-90,37,94,-90
23,-94,-91,39,92,-90
22,-94,-91,39,82,-90
22,-94,-91,36,97,-90
24,-94,-91,38,91,-90
24,-94,-91,37,96,-90
24,-94,-92,39,96,-90
23,-94,-91,34,81,-90
23,-94,-92,34,93,-90
22,-94,-90,37,81,-90
21,-93,-91,38,81,-90
22,-94,-91,39,95,-90
22,-94,-91,40,97,-90
23,-94,-91,37,93,-90
24,-94,-91,40,97,-90
24,-94,-91,42,82,-90
26,-94,-90,35,98,-90
24,-94,-91,35,81,-90
22,-94,-91,37,80,-90
23,-94,-91,36,96,-90
22,-94,-91,36,92,-90
21,-95,-91,40,79,-90
22,-94,-91,44,93,-90
22,-94,-90,41,81,-90
23,-94,-91,36,95,-90
22,-94,-90,36,84,-90
23,-94,-92,39,92,-90
22,-94,-91,33,81,-90
22,-95,-91,39,97,-90
23,-94,-91,36,97,-90
23,-94,-92,37,95,-90
24,-94,-92,37,94,-90
23,-94,-91,41,81,-90
25,-94,-91,39,98,-90
25,-94,-91,40,95,-90
25,-94,-91,38,92,-90
25,-94,-91,39,96,-90
24,-94,-91,36,82,-90
23,-94,-91,37,78,-90
24,-94,-90,42,97,-90
22,-94,-92,36,77,-90
22,-94,-91,40,95,-90
22,-94,-91,38,94,-90
23,-94,-90,40,94,-90
23,-94,-91,34,81,-90
23,-94,-90,40,92,-90
24,-93,-90,37,94,-90
23,-94,-91,36,79,-90
21,-94,-92,36,82,-90
22,-94,-92,40,96,-90
22,-94,-90,33,81,-90
20,-94,-91,35,81,-90
21,-94,-90,41,96,-90
22,-94,-91,37,95,-90
